home_team,away_team,home_goals,away_goals,date,attendance,venue,referee,result,home_form_goals_scored,home_form_goals_conceded,home_form_wins,home_form_draws,home_form_losses,home_form_matches,home_form_win_rate,away_form_goals_scored,away_form_goals_conceded,away_form_wins,away_form_draws,away_form_losses,away_form_matches,away_form_win_rate,season
Werder Bremen,Bayern Munich,0,1,2020-06-16,,Weserstadion,Harm Osmers,loss,2.0,1.0,513,339,439,1291,0.39736638264910923,2.6,1.2,836,264,191,1291,0.6475600309837335,
Gladbach,Wolfsburg,3,0,2020-06-16,,Stadion im Borussia-Park,Robert Schröder,win,1.0,1.2,442,308,439,1189,0.37174095878889823,1.2,1.4,379,258,352,989,0.3832153690596562,
Union Berlin,Paderborn 07,1,0,2020-06-16,,Stadion An der Alten Försterei,Bibiana Steinhaus,win,1.4,0.8,21,14,32,67,0.31343283582089554,0.8,2.6,22,36,73,131,0.16793893129770993,
Freiburg,Hertha BSC,2,1,2020-06-16,,Schwarzwald-Stadion,Tobias Stieler,win,1.6,1.0,256,228,361,845,0.3029585798816568,0.6,2.4,338,237,372,947,0.35691657866948256,
Eint Frankfurt,Schalke 04,2,1,2020-06-17,,Deutsche Bank Park,Guido Winkmann,win,2.2,1.2,371,286,433,1090,0.3403669724770642,0.8,1.0,481,330,377,1188,0.4048821548821549,
Augsburg,Hoffenheim,1,3,2020-06-17,,WWK Arena,Deniz Aytekin,loss,0.8,0.8,151,136,217,504,0.2996031746031746,1.0,1.6,220,180,206,606,0.36303630363036304,
RB Leipzig,Düsseldorf,2,2,2020-06-17,,Red Bull Arena,Manuel Gräfe,draw,2.0,0.8,142,70,54,266,0.5338345864661654,0.8,2.2,89,95,154,338,0.26331360946745563,
Dortmund,Mainz 05,0,2,2020-06-17,,Signal Iduna Park,Frank Willenborg,loss,2.0,0.2,646,341,303,1290,0.5007751937984496,0.8,0.6,220,168,286,674,0.3264094955489614,
Eint Frankfurt,Schalke 04,2,1,2020-06-17,,Deutsche Bank Park,Guido Winkmann,win,2.0,1.4,372,286,433,1091,0.34097158570119157,1.0,1.2,481,330,378,1189,0.40454163162321277,
Leverkusen,Köln,3,1,2020-06-17,,BayArena,Sven Jablonski,win,1.4,2.0,592,339,359,1290,0.45891472868217054,1.2,2.0,295,253,402,950,0.3105263157894737,
RB Leipzig,Düsseldorf,2,2,2020-06-17,,Red Bull Arena,Manuel Gräfe,draw,1.6,0.8,142,71,54,267,0.5318352059925093,1.2,1.6,89,96,154,339,0.26253687315634217,
Dortmund,Mainz 05,0,2,2020-06-17,,Signal Iduna Park,Frank Willenborg,loss,0.8,0.4,646,341,304,1291,0.5003872966692486,1.2,0.4,221,168,286,675,0.3274074074074074,
Augsburg,Hoffenheim,1,3,2020-06-17,,WWK Arena,Deniz Aytekin,loss,1.0,1.0,151,136,218,505,0.299009900990099,1.4,1.8,221,180,206,607,0.3640856672158155,
Leverkusen,Köln,3,1,2020-06-17,,BayArena,Sven Jablonski,win,1.8,2.2,593,339,359,1291,0.45933384972889235,1.0,1.8,295,253,403,951,0.31019978969505785,
Köln,Eint Frankfurt,1,1,2020-06-20,,RheinEnergieSTADION,Christian Dingert,draw,1.0,2.2,295,253,404,952,0.30987394957983194,2.4,1.2,373,286,433,1092,0.3415750915750916,
Bayern Munich,Freiburg,3,1,2020-06-20,,Allianz Arena,Sören Storks,win,2.0,0.8,837,264,191,1292,0.6478328173374613,1.8,1.2,257,228,361,846,0.3037825059101655,
Hertha BSC,Leverkusen,2,0,2020-06-20,,Olympiastadion Berlin,Felix Brych,win,0.8,2.6,338,237,373,948,0.35654008438818563,2.0,1.6,594,339,359,1292,0.45975232198142413,
Paderborn 07,Gladbach,1,3,2020-06-20,,Benteler-Arena,Tobias Welz,loss,0.6,2.6,22,36,74,132,0.16666666666666666,1.6,1.0,443,308,439,1190,0.3722689075630252,
Schalke 04,Wolfsburg,1,4,2020-06-20,,Veltins-Arena,Sascha Stegemann,loss,1.0,1.4,481,330,379,1190,0.4042016806722689,1.0,2.0,379,258,353,990,0.38282828282828285,
Mainz 05,Werder Bremen,3,1,2020-06-20,,Opel Arena,Manuel Gräfe,win,1.2,0.4,222,168,286,676,0.32840236686390534,2.0,1.0,513,339,440,1292,0.39705882352941174,
Düsseldorf,Augsburg,1,1,2020-06-20,,Merkur Spielarena,Daniel Siebert,draw,1.2,1.6,89,97,154,340,0.26176470588235295,1.0,1.4,151,136,219,506,0.2984189723320158,
RB Leipzig,Dortmund,0,2,2020-06-20,,Red Bull Arena,Felix Zwayer,loss,1.8,1.0,142,72,54,268,0.5298507462686567,0.6,0.8,646,341,305,1292,0.5,
Hoffenheim,Union Berlin,4,0,2020-06-20,,PreZero Arena,Robert Hartmann,win,1.6,1.6,222,180,206,608,0.3651315789473684,1.4,0.6,22,14,32,68,0.3235294117647059,
Hoffenheim,Union Berlin,4,0,2020-06-20,,PreZero Arena,Robert Hartmann,win,2.0,1.2,223,180,206,609,0.36617405582922824,1.2,1.2,22,14,33,69,0.3188405797101449,
Mainz 05,Werder Bremen,3,1,2020-06-20,,Opel Arena,Manuel Gräfe,win,1.4,0.6,223,168,286,677,0.3293943870014771,2.2,1.4,513,339,441,1293,0.39675174013921116,
Köln,Eint Frankfurt,1,1,2020-06-20,,RheinEnergieSTADION,Christian Dingert,draw,1.0,2.2,295,254,404,953,0.3095487932843652,2.6,1.0,373,287,433,1093,0.3412625800548948,
Hertha BSC,Leverkusen,2,0,2020-06-20,,Olympiastadion Berlin,Felix Brych,win,1.2,2.4,339,237,373,949,0.35721812434141204,1.6,1.2,594,339,360,1293,0.4593967517401392,
Paderborn 07,Gladbach,1,3,2020-06-20,,Benteler-Arena,Tobias Welz,loss,0.6,3.0,22,36,75,133,0.16541353383458646,2.2,1.0,444,308,439,1191,0.37279596977329976,
Düsseldorf,Augsburg,1,1,2020-06-20,,Merkur Spielarena,Daniel Siebert,draw,1.0,1.4,89,98,154,341,0.26099706744868034,1.0,1.4,151,137,219,507,0.2978303747534517,
RB Leipzig,Dortmund,0,2,2020-06-20,,Red Bull Arena,Felix Zwayer,loss,1.6,1.2,142,72,55,269,0.5278810408921933,0.8,0.8,647,341,305,1293,0.5003866976024749,
Schalke 04,Wolfsburg,1,4,2020-06-20,,Veltins-Arena,Sascha Stegemann,loss,1.0,2.0,481,330,380,1191,0.4038623005877414,1.6,2.2,380,258,353,991,0.3834510595358224,
Bayern Munich,Freiburg,3,1,2020-06-20,,Allianz Arena,Sören Storks,win,1.8,0.6,838,264,191,1293,0.6481051817478731,1.8,1.8,257,228,362,847,0.30342384887839435,
Gladbach,Hertha BSC,2,1,2020-06-27,,Stadion im Borussia-Park,Deniz Aytekin,win,2.6,0.8,445,308,439,1192,0.3733221476510067,1.4,1.6,340,237,373,950,0.35789473684210527,
Eint Frankfurt,Paderborn 07,3,2,2020-06-27,,Deutsche Bank Park,Benjamin Brand,win,2.0,1.0,373,288,433,1094,0.34095063985374774,0.6,2.6,22,36,76,134,0.16417910447761194,
Leverkusen,Mainz 05,1,0,2020-06-27,,BayArena,Benjamin Cortus,win,1.4,1.4,594,339,361,1294,0.45904173106646057,2.0,0.6,224,168,286,678,0.3303834808259587,
Wolfsburg,Bayern Munich,0,4,2020-06-27,,Volkswagen Arena,Patrick Ittrich,loss,2.0,2.0,381,258,353,992,0.3840725806451613,2.0,0.6,839,264,191,1294,0.6483771251931993,
Dortmund,Hoffenheim,0,4,2020-06-27,,Signal Iduna Park,Guido Winkmann,loss,1.0,0.8,648,341,305,1294,0.500772797527048,2.8,0.8,224,180,206,610,0.36721311475409835,
Freiburg,Schalke 04,4,0,2020-06-27,,Schwarzwald-Stadion,Martin Petersen,win,1.6,2.0,257,228,363,848,0.30306603773584906,1.0,2.6,481,330,381,1192,0.4035234899328859,
Werder Bremen,Köln,6,1,2020-06-27,,Weserstadion,Bastian Dankert,win,1.4,1.8,513,339,442,1294,0.3964451313755796,1.0,2.0,295,255,404,954,0.30922431865828093,
Union Berlin,Düsseldorf,3,0,2020-06-27,,Stadion An der Alten Försterei,Harm Osmers,win,0.8,1.8,22,14,34,70,0.3142857142857143,1.2,1.4,89,99,154,342,0.260233918128655,
Augsburg,RB Leipzig,1,2,2020-06-27,,WWK Arena,Felix Brych,loss,1.0,1.6,151,138,219,508,0.297244094488189,1.2,1.6,142,72,56,270,0.5259259259259259,
Eint Frankfurt,Paderborn 07,3,2,2020-06-27,,Deutsche Bank Park,Benjamin Brand,win,1.8,1.2,374,288,433,1095,0.3415525114155251,0.8,2.2,22,36,77,135,0.16296296296296298,
Freiburg,Schalke 04,4,0,2020-06-27,,Schwarzwald-Stadion,Martin Petersen,win,2.0,1.6,258,228,363,849,0.303886925795053,0.8,3.2,481,330,382,1193,0.40318524727577537,
Leverkusen,Mainz 05,1,0,2020-06-27,,BayArena,Benjamin Cortus,win,1.4,1.2,595,339,361,1295,0.4594594594594595,2.0,0.6,224,168,287,679,0.32989690721649484,
Werder Bremen,Köln,6,1,2020-06-27,,Weserstadion,Bastian Dankert,win,1.6,1.8,514,339,442,1295,0.3969111969111969,1.0,2.8,295,255,405,955,0.3089005235602094,
Augsburg,RB Leipzig,1,2,2020-06-27,,WWK Arena,Felix Brych,loss,1.0,2.0,151,138,220,509,0.2966601178781925,1.2,1.8,143,72,56,271,0.5276752767527675,
Wolfsburg,Bayern Munich,0,4,2020-06-27,,Volkswagen Arena,Patrick Ittrich,loss,1.6,2.4,381,258,354,993,0.38368580060422963,2.4,0.4,840,264,191,1295,0.6486486486486487,
Gladbach,Hertha BSC,2,1,2020-06-27,,Stadion im Borussia-Park,Deniz Aytekin,win,2.8,0.6,446,308,439,1193,0.3738474434199497,1.4,1.2,340,237,374,951,0.35751840168243953,
Union Berlin,Düsseldorf,3,0,2020-06-27,,Stadion An der Alten Försterei,Harm Osmers,win,1.0,1.6,23,14,34,71,0.323943661971831,1.2,1.8,89,99,155,343,0.2594752186588921,
Dortmund,Hoffenheim,0,4,2020-06-27,,Signal Iduna Park,Guido Winkmann,loss,0.8,1.6,648,341,306,1295,0.5003861003861004,3.6,0.4,225,180,206,611,0.36824877250409166,
Werder Bremen,Heidenheim,0,0,2020-07-02,,Weserstadion,,draw,2.8,1.8,515,339,442,1296,0.39737654320987653,0.0,0.0,0,0,0,0,0.0,
Werder Bremen,Heidenheim,0,0,2020-07-02,,Weserstadion,,draw,2.8,1.6,515,340,442,1297,0.39707016191210487,0.0,0.0,0,1,0,1,0.0,
Heidenheim,Werder Bremen,2,2,2020-07-06,,Voith-Arena,,draw,0.0,0.0,0,2,0,2,0.0,2.6,1.0,515,341,442,1298,0.3967642526964561,
Heidenheim,Werder Bremen,2,2,2020-07-06,,Voith-Arena,,draw,0.6666666666666666,0.6666666666666666,0,3,0,3,0.0,2.8,0.8,515,342,442,1299,0.3964588144726713,
Bayern Munich,Schalke 04,8,0,2020-09-18,,Allianz Arena,Felix Zwayer,win,3.0,0.4,841,264,191,1296,0.6489197530864198,0.6,3.6,481,330,383,1194,0.4028475711892797,
Bayern Munich,Schalke 04,8,0,2020-09-18,,Allianz Arena,Felix Zwayer,win,4.4,0.4,842,264,191,1297,0.6491904394757132,0.4,4.8,481,330,384,1195,0.40251046025104603,
Union Berlin,Augsburg,1,3,2020-09-19,4600.0,Stadion An der Alten Försterei,Marco Fritz,loss,1.4,1.6,24,14,34,72,0.3333333333333333,1.0,1.8,151,138,221,510,0.296078431372549,
Union Berlin,Augsburg,1,3,2020-09-19,4600.0,Stadion An der Alten Försterei,Marco Fritz,loss,1.4,2.2,24,14,35,73,0.3287671232876712,1.4,1.4,152,138,221,511,0.2974559686888454,
Dortmund,Gladbach,3,0,2020-09-19,9300.0,Signal Iduna Park,Felix Brych,win,0.8,2.0,648,341,307,1296,0.5,2.6,0.8,447,308,439,1194,0.3743718592964824,
Köln,Hoffenheim,2,3,2020-09-19,,RheinEnergieSTADION,Daniel Siebert,loss,1.0,3.4,295,255,406,956,0.30857740585774057,3.8,0.2,226,180,206,612,0.369281045751634,
Stuttgart,Freiburg,2,3,2020-09-19,7123.0,Mercedes-Benz Arena,Benjamin Cortus,loss,0.8,0.8,447,294,423,1164,0.38402061855670105,2.4,1.4,259,228,363,850,0.30470588235294116,
Werder Bremen,Hertha BSC,1,4,2020-09-19,8400.0,Weserstadion,Sascha Stegemann,loss,2.0,1.0,515,343,442,1300,0.39615384615384613,1.4,1.2,340,237,375,952,0.35714285714285715,
Eint Frankfurt,Arminia,1,1,2020-09-19,6500.0,Deutsche Bank Park,Benjamin Brand,draw,2.0,1.4,375,288,433,1096,0.34215328467153283,1.2,2.8,78,85,143,306,0.2549019607843137,
Stuttgart,Freiburg,2,3,2020-09-19,7123.0,Mercedes-Benz Arena,Benjamin Cortus,loss,1.2,1.4,447,294,424,1165,0.38369098712446353,2.6,1.6,260,228,363,851,0.30552291421856637,
Eint Frankfurt,Arminia,1,1,2020-09-19,6500.0,Deutsche Bank Park,Benjamin Brand,draw,1.8,1.4,375,289,433,1097,0.34184138559708294,1.0,2.6,78,86,143,307,0.254071661237785,
Werder Bremen,Hertha BSC,1,4,2020-09-19,8400.0,Weserstadion,Sascha Stegemann,loss,1.0,1.6,515,343,443,1301,0.39584934665641813,2.0,1.0,341,237,375,953,0.3578174186778594,
Köln,Hoffenheim,2,3,2020-09-19,,RheinEnergieSTADION,Daniel Siebert,loss,1.2,3.4,295,255,407,957,0.30825496342737724,3.8,0.4,227,180,206,613,0.3703099510603589,
Dortmund,Gladbach,3,0,2020-09-19,9300.0,Signal Iduna Park,Felix Brych,win,1.4,1.6,649,341,307,1297,0.5003855050115652,2.0,1.4,447,308,440,1195,0.37405857740585774,
Wolfsburg,Leverkusen,0,0,2020-09-20,,Volkswagen Arena,Sven Jablonski,draw,1.6,2.6,381,258,355,994,0.38329979879275655,1.0,1.0,596,339,361,1296,0.45987654320987653,
RB Leipzig,Mainz 05,3,1,2020-09-20,8500.0,Red Bull Arena,Manuel Gräfe,win,1.2,1.6,144,72,56,272,0.5294117647058824,1.6,0.8,224,168,288,680,0.32941176470588235,
Wolfsburg,Leverkusen,0,0,2020-09-20,,Volkswagen Arena,Sven Jablonski,draw,1.6,2.0,381,259,355,995,0.3829145728643216,0.4,0.8,596,340,361,1297,0.45952197378565923,
RB Leipzig,Mainz 05,3,1,2020-09-20,8500.0,Red Bull Arena,Manuel Gräfe,win,1.4,1.4,145,72,56,273,0.5311355311355311,1.4,1.4,224,168,289,681,0.328928046989721,
Hertha BSC,Eint Frankfurt,1,3,2020-09-25,4000.0,Olympiastadion Berlin,Bastian Dankert,loss,2.4,1.2,342,237,375,954,0.3584905660377358,1.8,1.4,375,290,433,1098,0.34153005464480873,
Hertha BSC,Eint Frankfurt,1,3,2020-09-25,4000.0,Olympiastadion Berlin,Bastian Dankert,loss,2.2,1.8,342,237,376,955,0.3581151832460733,2.2,1.4,376,290,433,1099,0.3421292083712466,
Mainz 05,Stuttgart,1,4,2020-09-26,3403.0,Opel Arena,Daniel Schlager,loss,1.0,1.8,224,168,290,682,0.3284457478005865,1.2,1.6,447,294,425,1166,0.3833619210977702,
Schalke 04,Werder Bremen,1,3,2020-09-26,,Veltins-Arena,Markus Schmidt,loss,0.2,5.6,481,330,385,1196,0.40217391304347827,1.2,2.4,515,343,444,1302,0.3955453149001536,
Gladbach,Union Berlin,1,1,2020-09-26,10383.0,Stadion im Borussia-Park,Tobias Stieler,draw,1.4,1.8,447,308,441,1196,0.3737458193979933,1.6,2.0,24,14,36,74,0.32432432432432434,
Leverkusen,RB Leipzig,1,1,2020-09-26,6042.0,BayArena,Harm Osmers,draw,0.4,0.4,596,341,361,1298,0.4591679506933744,2.0,1.2,146,72,56,274,0.5328467153284672,
Augsburg,Dortmund,2,0,2020-09-26,6000.0,WWK Arena,Martin Petersen,win,1.8,1.4,153,138,221,512,0.298828125,1.6,1.6,650,341,307,1298,0.5007704160246533,
Arminia,Köln,1,0,2020-09-26,5460.0,SchücoArena,Patrick Ittrich,win,0.8,2.4,78,87,143,308,0.2532467532467532,1.4,3.8,295,255,408,958,0.3079331941544885,
Arminia,Köln,1,0,2020-09-26,5460.0,SchücoArena,Patrick Ittrich,win,1.0,2.0,79,87,143,309,0.255663430420712,1.2,3.8,295,255,409,959,0.30761209593326383,
Augsburg,Dortmund,2,0,2020-09-26,6000.0,WWK Arena,Martin Petersen,win,2.0,1.2,154,138,221,513,0.3001949317738791,1.2,2.0,650,341,308,1299,0.5003849114703618,
Leverkusen,RB Leipzig,1,1,2020-09-26,6042.0,BayArena,Harm Osmers,draw,0.6,0.2,596,342,361,1299,0.4588144726712856,2.2,1.0,146,73,56,275,0.5309090909090909,
Schalke 04,Werder Bremen,1,3,2020-09-26,,Veltins-Arena,Markus Schmidt,loss,0.2,5.4,481,330,386,1197,0.4018379281537176,1.8,2.6,516,343,444,1303,0.39600920951650037,
Gladbach,Union Berlin,1,1,2020-09-26,10383.0,Stadion im Borussia-Park,Tobias Stieler,draw,1.0,1.8,447,309,441,1197,0.37343358395989973,1.8,1.4,24,15,36,75,0.32,
Mainz 05,Stuttgart,1,4,2020-09-26,3403.0,Opel Arena,Daniel Schlager,loss,0.6,2.4,224,168,291,683,0.3279648609077599,1.6,1.4,448,294,425,1167,0.3838903170522708,
Freiburg,Wolfsburg,1,1,2020-09-27,3200.0,Schwarzwald-Stadion,Sören Storks,draw,3.0,1.4,261,228,363,852,0.30633802816901406,0.8,1.8,381,260,355,996,0.3825301204819277,
Freiburg,Wolfsburg,1,1,2020-09-27,3200.0,Schwarzwald-Stadion,Sören Storks,draw,3.0,1.0,261,229,363,853,0.305978898007034,0.2,1.8,381,261,355,997,0.38214643931795383,
Hoffenheim,Bayern Munich,4,1,2020-09-27,,PreZero Arena,Benjamin Brand,win,3.6,0.8,228,180,206,614,0.3713355048859935,5.4,0.2,843,264,191,1298,0.6494607087827426,
Hoffenheim,Bayern Munich,4,1,2020-09-27,,PreZero Arena,Benjamin Brand,win,3.6,1.0,229,180,206,615,0.3723577235772358,5.0,0.8,843,264,192,1299,0.648960739030023,
Union Berlin,Mainz 05,4,0,2020-10-02,4400.0,Stadion An der Alten Försterei,Sascha Stegemann,win,1.4,1.6,24,16,36,76,0.3157894736842105,0.8,3.0,224,168,292,684,0.32748538011695905,
Union Berlin,Mainz 05,4,0,2020-10-02,4400.0,Stadion An der Alten Försterei,Sascha Stegemann,win,1.6,1.6,25,16,36,77,0.3246753246753247,0.8,3.6,224,168,293,685,0.327007299270073,
Werder Bremen,Arminia,1,0,2020-10-03,300.0,Weserstadion,Robert Schröder,win,2.0,2.4,517,343,444,1304,0.3964723926380368,1.2,0.8,80,87,143,310,0.25806451612903225,
Stuttgart,Leverkusen,1,1,2020-10-03,9500.0,Mercedes-Benz Arena,Robert Hartmann,draw,2.4,1.6,449,294,425,1168,0.3844178082191781,0.6,0.4,596,343,361,1300,0.4584615384615385,
Werder Bremen,Arminia,1,0,2020-10-03,300.0,Weserstadion,Robert Schröder,win,1.8,2.0,518,343,444,1305,0.3969348659003831,0.8,0.6,80,87,144,311,0.2572347266881029,
Eint Frankfurt,Hoffenheim,2,1,2020-10-03,8000.0,Deutsche Bank Park,Manuel Gräfe,win,2.2,1.2,377,290,433,1100,0.3427272727272727,3.6,1.2,230,180,206,616,0.37337662337662336,
Köln,Gladbach,1,3,2020-10-03,300.0,RheinEnergieSTADION,Marco Fritz,loss,1.0,2.8,295,255,410,960,0.3072916666666667,0.8,1.8,447,310,441,1198,0.3731218697829716,
Dortmund,Freiburg,4,0,2020-10-03,11500.0,Signal Iduna Park,Guido Winkmann,win,1.2,1.6,650,341,309,1300,0.5,2.4,1.2,261,230,363,854,0.30562060889929743,
RB Leipzig,Schalke 04,4,0,2020-10-03,8500.0,Red Bull Arena,Florian Badstübner,win,2.0,1.0,146,74,56,276,0.5289855072463768,0.4,5.2,481,330,387,1198,0.4015025041736227,
Stuttgart,Leverkusen,1,1,2020-10-03,9500.0,Mercedes-Benz Arena,Robert Hartmann,draw,2.6,1.8,449,295,425,1169,0.3840889649272883,0.6,0.6,596,344,361,1301,0.45810914681014603,
Dortmund,Freiburg,4,0,2020-10-03,11500.0,Signal Iduna Park,Guido Winkmann,win,2.0,0.8,651,341,309,1301,0.5003843197540354,1.6,2.0,261,230,364,855,0.30526315789473685,
Köln,Gladbach,1,3,2020-10-03,300.0,RheinEnergieSTADION,Marco Fritz,loss,1.0,2.2,295,255,411,961,0.30697190426638915,1.0,1.8,448,310,441,1199,0.37364470391993326,
Eint Frankfurt,Hoffenheim,2,1,2020-10-03,8000.0,Deutsche Bank Park,Manuel Gräfe,win,2.0,1.0,378,290,433,1101,0.34332425068119893,3.0,1.6,230,180,207,617,0.3727714748784441,
RB Leipzig,Schalke 04,4,0,2020-10-03,8500.0,Red Bull Arena,Florian Badstübner,win,2.4,0.8,147,74,56,277,0.5306859205776173,0.4,5.2,481,330,388,1199,0.4011676396997498,
Bayern Munich,Hertha BSC,4,3,2020-10-04,,Allianz Arena,Benjamin Cortus,win,4.4,1.6,843,264,193,1300,0.6484615384615384,2.2,2.0,342,237,377,956,0.3577405857740586,
Wolfsburg,Augsburg,0,0,2020-10-04,4632.0,Volkswagen Arena,Felix Zwayer,draw,0.4,1.2,381,262,355,998,0.3817635270541082,2.2,0.8,155,138,221,514,0.301556420233463,
Wolfsburg,Augsburg,0,0,2020-10-04,4632.0,Volkswagen Arena,Felix Zwayer,draw,0.4,0.4,381,263,355,999,0.3813813813813814,2.0,0.4,155,139,221,515,0.30097087378640774,
Bayern Munich,Hertha BSC,4,3,2020-10-04,,Allianz Arena,Benjamin Cortus,win,4.4,2.2,844,264,193,1301,0.6487317448116833,2.6,2.4,342,237,378,957,0.3573667711598746,
Augsburg,RB Leipzig,0,2,2020-10-17,,WWK Arena,Felix Brych,loss,1.4,0.2,155,140,221,516,0.3003875968992248,2.6,0.6,148,74,56,278,0.5323741007194245,
Freiburg,Werder Bremen,1,1,2020-10-17,,Schwarzwald-Stadion,Christian Dingert,draw,1.0,2.4,261,230,365,856,0.30490654205607476,1.8,1.2,519,343,444,1306,0.39739663093415006,
Mainz 05,Leverkusen,0,1,2020-10-17,250.0,Opel Arena,Bastian Dankert,loss,0.6,3.8,224,168,294,686,0.32653061224489793,0.8,0.8,596,345,361,1302,0.4577572964669739,
Arminia,Bayern Munich,1,4,2020-10-17,,SchücoArena,Daniel Siebert,loss,0.6,0.6,80,87,145,312,0.2564102564102564,3.6,2.8,845,264,193,1302,0.6490015360983102,
Augsburg,RB Leipzig,0,2,2020-10-17,,WWK Arena,Felix Brych,loss,0.8,0.4,155,140,222,517,0.29980657640232106,2.4,0.4,149,74,56,279,0.5340501792114696,
Hertha BSC,Stuttgart,0,2,2020-10-17,4000.0,Olympiastadion Berlin,Harm Osmers,loss,2.4,3.0,342,237,379,958,0.3569937369519833,2.4,1.4,449,296,425,1170,0.3837606837606838,
Hertha BSC,Stuttgart,0,2,2020-10-17,4000.0,Olympiastadion Berlin,Harm Osmers,loss,1.6,3.2,342,237,380,959,0.35662148070907196,2.4,0.8,450,296,425,1171,0.3842869342442357,
Freiburg,Werder Bremen,1,1,2020-10-17,,Schwarzwald-Stadion,Christian Dingert,draw,0.6,2.2,261,231,365,857,0.3045507584597433,1.8,0.6,519,344,444,1307,0.39709257842387147,
Mainz 05,Leverkusen,0,1,2020-10-17,250.0,Opel Arena,Bastian Dankert,loss,0.4,3.4,224,168,295,687,0.3260553129548763,1.0,0.8,597,345,361,1303,0.45817344589409054,
Arminia,Bayern Munich,1,4,2020-10-17,,SchücoArena,Daniel Siebert,loss,0.6,1.2,80,87,146,313,0.25559105431309903,2.8,3.0,846,264,193,1303,0.649270913277053,
Gladbach,Wolfsburg,1,1,2020-10-17,300.0,Stadion im Borussia-Park,Daniel Schlager,draw,1.6,1.4,449,310,441,1200,0.37416666666666665,0.4,0.4,381,264,355,1000,0.381,
Gladbach,Wolfsburg,1,1,2020-10-17,300.0,Stadion im Borussia-Park,Daniel Schlager,draw,1.8,1.0,449,311,441,1201,0.37385512073272276,0.6,0.6,381,265,355,1001,0.3806193806193806,
Hoffenheim,Dortmund,0,1,2020-10-17,6030.0,PreZero Arena,Sascha Stegemann,loss,2.6,1.6,230,180,208,618,0.37216828478964403,2.2,0.8,652,341,309,1302,0.500768049155146,
Hoffenheim,Dortmund,0,1,2020-10-17,6030.0,PreZero Arena,Sascha Stegemann,loss,2.0,1.4,230,180,209,619,0.3715670436187399,1.8,0.8,653,341,309,1303,0.501151189562548,
Schalke 04,Union Berlin,1,1,2020-10-18,300.0,Veltins-Arena,Patrick Ittrich,draw,0.4,4.4,481,330,389,1200,0.4008333333333333,2.2,1.0,26,16,36,78,0.3333333333333333,
Köln,Eint Frankfurt,1,1,2020-10-18,300.0,RheinEnergieSTADION,Sven Jablonski,draw,0.8,2.2,295,255,412,962,0.30665280665280664,2.2,1.0,379,290,433,1102,0.34392014519056263,
Schalke 04,Union Berlin,1,1,2020-10-18,300.0,Veltins-Arena,Patrick Ittrich,draw,0.6,3.0,481,331,389,1201,0.40049958368026645,2.2,0.6,26,17,36,79,0.3291139240506329,
Köln,Eint Frankfurt,1,1,2020-10-18,300.0,RheinEnergieSTADION,Sven Jablonski,draw,0.6,1.8,295,256,412,963,0.3063343717549325,2.2,1.0,379,291,433,1103,0.34360834088848596,
Stuttgart,Köln,1,1,2020-10-23,,Mercedes-Benz Arena,Guido Winkmann,draw,2.0,0.6,451,296,425,1172,0.3848122866894198,0.8,1.8,295,257,412,964,0.30601659751037347,
Stuttgart,Köln,1,1,2020-10-23,,Mercedes-Benz Arena,Guido Winkmann,draw,1.4,0.6,451,297,425,1173,0.38448422847399827,1.0,1.8,295,258,412,965,0.30569948186528495,
RB Leipzig,Hertha BSC,2,1,2020-10-24,999.0,Red Bull Arena,Tobias Stieler,win,2.6,0.2,150,74,56,280,0.5357142857142857,1.4,3.0,342,237,381,960,0.35625,
Bayern Munich,Eint Frankfurt,5,0,2020-10-24,,Allianz Arena,Markus Schmidt,win,3.4,2.4,847,264,193,1304,0.6495398773006135,1.8,1.0,379,292,433,1104,0.3432971014492754,
Dortmund,Schalke 04,3,0,2020-10-24,300.0,Signal Iduna Park,Felix Zwayer,win,2.0,0.4,654,341,309,1304,0.5015337423312883,0.6,2.6,481,332,389,1202,0.4001663893510815,
Union Berlin,Freiburg,1,1,2020-10-24,4500.0,Stadion An der Alten Försterei,Robert Schröder,draw,2.2,0.6,26,18,36,80,0.325,0.6,2.2,261,232,365,858,0.3041958041958042,
Mainz 05,Gladbach,2,3,2020-10-24,100.0,Opel Arena,Frank Willenborg,loss,0.2,2.8,224,168,296,688,0.32558139534883723,1.8,1.0,449,312,441,1202,0.3735440931780366,
RB Leipzig,Hertha BSC,2,1,2020-10-24,999.0,Red Bull Arena,Tobias Stieler,win,2.8,0.2,151,74,56,281,0.5373665480427047,1.4,2.8,342,237,382,961,0.3558792924037461,
Dortmund,Schalke 04,3,0,2020-10-24,300.0,Signal Iduna Park,Felix Zwayer,win,2.6,0.0,655,341,309,1305,0.5019157088122606,0.4,2.6,481,332,390,1203,0.399833748960931,
Mainz 05,Gladbach,2,3,2020-10-24,100.0,Opel Arena,Frank Willenborg,loss,0.4,2.6,224,168,297,689,0.3251088534107402,2.2,1.2,450,312,441,1203,0.3740648379052369,
Union Berlin,Freiburg,1,1,2020-10-24,4500.0,Stadion An der Alten Försterei,Robert Schröder,draw,2.2,0.6,26,19,36,81,0.32098765432098764,0.6,2.2,261,233,365,859,0.30384167636786963,
Bayern Munich,Eint Frankfurt,5,0,2020-10-24,,Allianz Arena,Markus Schmidt,win,4.2,1.6,848,264,193,1305,0.6498084291187739,1.2,1.8,379,292,434,1105,0.3429864253393665,
