home_team,away_team,home_goals,away_goals,date,attendance,venue,referee,result,home_form_goals_scored,home_form_goals_conceded,home_form_wins,home_form_draws,home_form_losses,home_form_matches,home_form_win_rate,away_form_goals_scored,away_form_goals_conceded,away_form_wins,away_form_draws,away_form_losses,away_form_matches,away_form_win_rate,season
Werder Bremen,Hoffenheim,1,1,2020-10-25,,Weserstadion,Daniel Schlager,draw,1.4,0.6,519,345,444,1308,0.3967889908256881,1.2,1.4,230,180,210,620,0.3709677419354839,
Wolfsburg,Arminia,2,1,2020-10-25,4519.0,Volkswagen Arena,Manuel Gräfe,win,0.6,0.6,381,266,355,1002,0.38023952095808383,0.6,2.0,80,87,147,314,0.25477707006369427,
Werder Bremen,Hoffenheim,1,1,2020-10-25,,Weserstadion,Daniel Schlager,draw,1.0,0.6,519,346,444,1309,0.3964858670741024,0.6,1.4,230,181,210,621,0.37037037037037035,
Wolfsburg,Arminia,2,1,2020-10-25,4519.0,Volkswagen Arena,Manuel Gräfe,win,0.8,0.6,382,266,355,1003,0.38085742771684944,0.6,2.4,80,87,148,315,0.25396825396825395,
Leverkusen,Augsburg,3,1,2020-10-26,,BayArena,Sören Storks,win,1.0,0.6,598,345,361,1304,0.45858895705521474,0.4,0.8,155,140,223,518,0.29922779922779924,
Leverkusen,Augsburg,3,1,2020-10-26,,BayArena,Sören Storks,win,1.4,0.6,599,345,361,1305,0.4590038314176245,0.2,1.4,155,140,224,519,0.29865125240847784,
Schalke 04,Stuttgart,1,1,2020-10-30,,Veltins-Arena,Benjamin Brand,draw,0.4,2.4,481,332,391,1204,0.3995016611295681,1.4,0.6,451,298,425,1174,0.3841567291311755,
Schalke 04,Stuttgart,1,1,2020-10-30,,Veltins-Arena,Benjamin Brand,draw,0.6,1.8,481,333,391,1205,0.3991701244813278,1.4,0.6,451,299,425,1175,0.38382978723404254,
Köln,Bayern Munich,1,2,2020-10-31,,RheinEnergieSTADION,Frank Willenborg,loss,1.0,1.4,295,259,412,966,0.3053830227743271,4.4,1.0,849,264,193,1306,0.6500765696784073,
Gladbach,RB Leipzig,1,0,2020-10-31,,Stadion im Borussia-Park,Daniel Siebert,win,2.2,1.4,451,312,441,1204,0.3745847176079734,2.4,0.4,152,74,56,282,0.5390070921985816,
Arminia,Dortmund,0,2,2020-10-31,,SchücoArena,Bastian Dankert,loss,0.8,2.6,80,87,149,316,0.25316455696202533,2.4,0.0,656,341,309,1306,0.5022970903522205,
Eint Frankfurt,Werder Bremen,1,1,2020-10-31,,Deutsche Bank Park,Felix Brych,draw,0.8,2.6,379,292,435,1106,0.3426763110307414,1.0,0.8,519,347,444,1310,0.39618320610687024,
Augsburg,Mainz 05,3,1,2020-10-31,,WWK Arena,Marco Fritz,win,0.4,2.0,155,140,225,520,0.2980769230769231,0.8,2.4,224,168,298,690,0.32463768115942027,
Arminia,Dortmund,0,2,2020-10-31,,SchücoArena,Bastian Dankert,loss,0.8,2.8,80,87,150,317,0.25236593059936907,2.0,0.0,657,341,309,1307,0.5026778882938026,
Augsburg,Mainz 05,3,1,2020-10-31,,WWK Arena,Marco Fritz,win,1.0,2.2,156,140,225,521,0.29942418426103645,1.0,2.2,224,168,299,691,0.32416787264833574,
Eint Frankfurt,Werder Bremen,1,1,2020-10-31,,Deutsche Bank Park,Felix Brych,draw,0.6,2.6,379,293,435,1107,0.34236675700090335,1.0,1.0,519,348,444,1311,0.39588100686498856,
Gladbach,RB Leipzig,1,0,2020-10-31,,Stadion im Borussia-Park,Daniel Siebert,win,1.8,1.2,452,312,441,1205,0.375103734439834,1.6,0.6,152,74,57,283,0.5371024734982333,
Köln,Bayern Munich,1,2,2020-10-31,,RheinEnergieSTADION,Frank Willenborg,loss,1.0,1.2,295,259,413,967,0.3050672182006205,4.0,0.6,850,264,193,1307,0.6503442999234889,
Hertha BSC,Wolfsburg,1,1,2020-11-01,,Olympiastadion Berlin,Martin Petersen,draw,1.0,2.4,342,237,383,962,0.35550935550935553,1.2,0.8,383,266,355,1004,0.38147410358565736,
Freiburg,Leverkusen,2,4,2020-11-01,,Schwarzwald-Stadion,Benjamin Cortus,loss,0.8,1.6,261,234,365,860,0.30348837209302326,1.8,0.6,600,345,361,1306,0.45941807044410415,
Hertha BSC,Wolfsburg,1,1,2020-11-01,,Olympiastadion Berlin,Martin Petersen,draw,0.6,1.8,342,238,383,963,0.35514018691588783,1.4,1.0,383,267,355,1005,0.38109452736318405,
Freiburg,Leverkusen,2,4,2020-11-01,,Schwarzwald-Stadion,Benjamin Cortus,loss,1.2,1.6,261,234,366,861,0.30313588850174217,2.4,0.8,601,345,361,1307,0.45983167559296095,
Hoffenheim,Union Berlin,1,3,2020-11-02,,PreZero Arena,Robert Hartmann,loss,0.6,1.2,230,182,210,622,0.36977491961414793,1.6,0.8,26,20,36,82,0.3170731707317073,
Hoffenheim,Union Berlin,1,3,2020-11-02,,PreZero Arena,Robert Hartmann,loss,0.6,1.4,230,182,211,623,0.36918138041733545,1.4,1.0,27,20,36,83,0.3253012048192771,
Werder Bremen,Köln,1,1,2020-11-06,,Weserstadion,Florian Badstübner,draw,1.0,1.0,519,349,444,1312,0.3955792682926829,1.0,1.4,295,259,414,968,0.3047520661157025,
Werder Bremen,Köln,1,1,2020-11-06,,Weserstadion,Florian Badstübner,draw,1.0,1.0,519,350,444,1313,0.3952779893373953,1.0,1.4,295,260,414,969,0.304437564499484,
Mainz 05,Schalke 04,2,2,2020-11-07,,Opel Arena,Patrick Ittrich,draw,1.2,2.6,224,168,300,692,0.3236994219653179,0.6,1.8,481,334,391,1206,0.3988391376451078,
RB Leipzig,Freiburg,3,0,2020-11-07,,Red Bull Arena,Felix Zwayer,win,1.2,0.8,152,74,58,284,0.5352112676056338,1.4,2.2,261,234,367,862,0.302784222737819,
Union Berlin,Arminia,5,0,2020-11-07,,Stadion An der Alten Försterei,Matthias Jöllenbeck,win,1.8,1.0,28,20,36,84,0.3333333333333333,0.6,2.4,80,87,151,318,0.25157232704402516,
Stuttgart,Eint Frankfurt,2,2,2020-11-07,,Mercedes-Benz Arena,Sascha Stegemann,draw,1.2,0.8,451,300,425,1176,0.3835034013605442,0.6,2.6,379,294,435,1108,0.34205776173285196,
Mainz 05,Schalke 04,2,2,2020-11-07,,Opel Arena,Patrick Ittrich,draw,1.6,2.8,224,169,300,693,0.32323232323232326,0.8,2.0,481,335,391,1207,0.3985086992543496,
Dortmund,Bayern Munich,2,3,2020-11-07,,Signal Iduna Park,Manuel Gräfe,loss,2.2,0.0,658,341,309,1308,0.5030581039755352,3.6,0.6,851,264,193,1308,0.650611620795107,
Stuttgart,Eint Frankfurt,2,2,2020-11-07,,Mercedes-Benz Arena,Sascha Stegemann,draw,1.2,1.2,451,301,425,1177,0.38317757009345793,0.8,2.8,379,295,435,1109,0.3417493237150586,
Union Berlin,Arminia,5,0,2020-11-07,,Stadion An der Alten Försterei,Matthias Jöllenbeck,win,2.6,0.8,29,20,36,85,0.3411764705882353,0.4,2.6,80,87,152,319,0.2507836990595611,
RB Leipzig,Freiburg,3,0,2020-11-07,,Red Bull Arena,Felix Zwayer,win,1.4,0.8,153,74,58,285,0.5368421052631579,1.2,2.6,261,234,368,863,0.30243337195828507,
Augsburg,Hertha BSC,0,3,2020-11-07,,WWK Arena,Frank Willenborg,loss,1.6,2.0,157,140,225,522,0.3007662835249042,0.8,1.6,342,239,383,964,0.35477178423236516,
Dortmund,Bayern Munich,2,3,2020-11-07,,Signal Iduna Park,Manuel Gräfe,loss,2.4,0.6,658,341,310,1309,0.5026737967914439,3.4,0.8,852,264,193,1309,0.6508785332314744,
Augsburg,Hertha BSC,0,3,2020-11-07,,WWK Arena,Frank Willenborg,loss,1.6,2.2,157,140,226,523,0.30019120458891013,1.4,1.2,343,239,383,965,0.35544041450777203,
Leverkusen,Gladbach,4,3,2020-11-08,,BayArena,Harm Osmers,win,3.0,1.2,602,345,361,1308,0.4602446483180428,1.8,1.0,453,312,441,1206,0.3756218905472637,
Wolfsburg,Hoffenheim,2,1,2020-11-08,,Volkswagen Arena,Sven Jablonski,win,1.4,1.0,383,268,355,1006,0.38071570576540753,0.8,1.8,230,182,212,624,0.3685897435897436,
Leverkusen,Gladbach,4,3,2020-11-08,,BayArena,Harm Osmers,win,3.6,1.8,603,345,361,1309,0.46065699006875477,2.2,1.6,453,312,442,1207,0.3753106876553438,
Wolfsburg,Hoffenheim,2,1,2020-11-08,,Volkswagen Arena,Sven Jablonski,win,1.6,1.0,384,268,355,1007,0.381330685203575,1.0,2.0,230,182,213,625,0.368,
Eint Frankfurt,RB Leipzig,1,1,2020-11-21,,Deutsche Bank Park,Sören Storks,draw,1.2,2.2,379,296,435,1110,0.34144144144144145,1.6,0.6,154,74,58,286,0.5384615384615384,
Hertha BSC,Dortmund,2,5,2020-11-21,,Olympiastadion Berlin,Bastian Dankert,loss,1.8,0.8,344,239,383,966,0.35610766045548653,2.2,1.2,658,341,311,1310,0.5022900763358779,
Arminia,Leverkusen,1,2,2020-11-21,,SchücoArena,Felix Brych,loss,0.2,3.2,80,87,153,320,0.25,3.8,2.2,604,345,361,1310,0.46106870229007635,
Bayern Munich,Werder Bremen,1,1,2020-11-21,,Allianz Arena,Guido Winkmann,draw,3.0,1.2,853,264,193,1310,0.6511450381679389,1.0,1.0,519,351,444,1314,0.3949771689497717,
Hoffenheim,Stuttgart,3,3,2020-11-21,,PreZero Arena,Daniel Siebert,draw,1.0,2.2,230,182,214,626,0.36741214057507987,1.4,1.4,451,302,425,1178,0.3828522920203735,
Gladbach,Augsburg,1,1,2020-11-21,,Stadion im Borussia-Park,Markus Schmidt,draw,2.2,2.0,453,312,443,1208,0.375,1.4,2.2,157,140,227,524,0.29961832061068705,
Bayern Munich,Werder Bremen,1,1,2020-11-21,,Allianz Arena,Guido Winkmann,draw,2.2,1.4,853,265,193,1311,0.6506483600305111,1.0,1.0,519,352,444,1315,0.3946768060836502,
Schalke 04,Wolfsburg,0,2,2020-11-21,,Veltins-Arena,Marco Fritz,loss,1.2,1.8,481,336,391,1208,0.3981788079470199,1.6,1.0,385,268,355,1008,0.3819444444444444,
Gladbach,Augsburg,1,1,2020-11-21,,Stadion im Borussia-Park,Markus Schmidt,draw,1.8,1.8,453,313,443,1209,0.3746898263027295,1.4,1.8,157,141,227,525,0.29904761904761906,
Eint Frankfurt,RB Leipzig,1,1,2020-11-21,,Deutsche Bank Park,Sören Storks,draw,1.4,1.4,379,297,435,1111,0.34113411341134114,1.4,0.6,154,75,58,287,0.5365853658536586,
Hoffenheim,Stuttgart,3,3,2020-11-21,,PreZero Arena,Daniel Siebert,draw,1.4,2.6,230,183,214,627,0.3668261562998405,1.8,1.8,451,303,425,1179,0.3825275657336726,
Schalke 04,Wolfsburg,0,2,2020-11-21,,Veltins-Arena,Marco Fritz,loss,1.2,1.6,481,336,392,1209,0.3978494623655914,1.6,0.8,386,268,355,1009,0.38255698711595637,
Arminia,Leverkusen,1,2,2020-11-21,,SchücoArena,Felix Brych,loss,0.2,3.2,80,87,154,321,0.24922118380062305,3.6,2.2,605,345,361,1311,0.4614797864225782,
Hertha BSC,Dortmund,2,5,2020-11-21,,Olympiastadion Berlin,Bastian Dankert,loss,2.0,1.4,344,239,384,967,0.3557394002068252,2.6,1.6,659,341,311,1311,0.5026697177726926,
Freiburg,Mainz 05,1,3,2020-11-22,,Schwarzwald-Stadion,Martin Petersen,loss,1.0,3.0,261,234,369,864,0.3020833333333333,1.6,2.6,224,170,300,694,0.3227665706051873,
Köln,Union Berlin,1,2,2020-11-22,,RheinEnergieSTADION,Tobias Stieler,loss,1.0,1.4,295,261,414,970,0.30412371134020616,3.4,0.6,30,20,36,86,0.3488372093023256,
Freiburg,Mainz 05,1,3,2020-11-22,,Schwarzwald-Stadion,Martin Petersen,loss,1.0,3.4,261,234,370,865,0.3017341040462428,1.8,2.2,225,170,300,695,0.3237410071942446,
Köln,Union Berlin,1,2,2020-11-22,,RheinEnergieSTADION,Tobias Stieler,loss,1.0,1.6,295,261,415,971,0.3038105046343975,3.6,0.6,31,20,36,87,0.3563218390804598,
Wolfsburg,Werder Bremen,5,3,2020-11-27,,Volkswagen Arena,Christian Dingert,win,1.8,0.6,387,268,355,1010,0.3831683168316832,1.0,1.0,519,353,444,1316,0.3943768996960486,
Wolfsburg,Werder Bremen,5,3,2020-11-27,,Volkswagen Arena,Christian Dingert,win,2.6,1.0,388,268,355,1011,0.3837784371909001,1.4,1.8,519,353,445,1317,0.3940774487471526,
Stuttgart,Bayern Munich,1,3,2020-11-28,,Mercedes-Benz Arena,Harm Osmers,loss,2.2,2.2,451,304,425,1180,0.3822033898305085,2.0,1.4,853,266,193,1312,0.6501524390243902,
Union Berlin,Eint Frankfurt,3,3,2020-11-28,,Stadion An der Alten Försterei,Tobias Reichel,draw,3.4,0.6,32,20,36,88,0.36363636363636365,1.4,1.4,379,298,435,1112,0.3408273381294964,
Gladbach,Schalke 04,4,1,2020-11-28,,Stadion im Borussia-Park,Manuel Gräfe,win,1.8,2.0,453,314,443,1210,0.3743801652892562,1.0,1.8,481,336,393,1210,0.3975206611570248,
Union Berlin,Eint Frankfurt,3,3,2020-11-28,,Stadion An der Alten Försterei,Tobias Reichel,draw,3.4,1.0,32,21,36,89,0.3595505617977528,1.8,1.8,379,299,435,1113,0.34052111410601976,
Augsburg,Freiburg,1,1,2020-11-28,,WWK Arena,Robert Schröder,draw,1.0,1.8,157,142,227,526,0.2984790874524715,0.8,3.2,261,234,371,866,0.30138568129330257,
Dortmund,Köln,1,2,2020-11-28,,Signal Iduna Park,Benjamin Brand,loss,3.2,2.0,660,341,311,1312,0.5030487804878049,1.0,1.6,295,261,416,972,0.30349794238683125,
Augsburg,Freiburg,1,1,2020-11-28,,WWK Arena,Robert Schröder,draw,0.6,1.8,157,143,227,527,0.29791271347248577,0.6,2.6,261,235,371,867,0.30103806228373703,
RB Leipzig,Arminia,2,1,2020-11-28,,Red Bull Arena,Robert Hartmann,win,1.6,0.6,154,76,58,288,0.5347222222222222,0.4,3.2,80,87,155,322,0.2484472049689441,
RB Leipzig,Arminia,2,1,2020-11-28,,Red Bull Arena,Robert Hartmann,win,2.0,0.6,155,76,58,289,0.5363321799307958,0.6,3.2,80,87,156,323,0.2476780185758514,
Gladbach,Schalke 04,4,1,2020-11-28,,Stadion im Borussia-Park,Manuel Gräfe,win,2.4,2.2,454,314,443,1211,0.374896779521057,1.0,2.4,481,336,394,1211,0.39719240297274977,
Dortmund,Köln,1,2,2020-11-28,,Signal Iduna Park,Benjamin Brand,loss,3.0,2.4,660,341,312,1313,0.5026656511805027,1.2,1.4,296,261,416,973,0.30421377183967113,
Stuttgart,Bayern Munich,1,3,2020-11-28,,Mercedes-Benz Arena,Harm Osmers,loss,2.2,2.6,451,304,426,1181,0.38187976291278575,2.2,1.4,854,266,193,1313,0.6504188880426505,
Mainz 05,Hoffenheim,1,1,2020-11-29,,Opel Arena,Sascha Stegemann,draw,2.2,1.8,226,170,300,696,0.32471264367816094,1.8,2.6,230,184,214,628,0.3662420382165605,
Mainz 05,Hoffenheim,1,1,2020-11-29,,Opel Arena,Sascha Stegemann,draw,2.2,1.4,226,171,300,697,0.3242467718794835,1.8,2.2,230,185,214,629,0.3656597774244833,
Leverkusen,Hertha BSC,0,0,2020-11-29,,BayArena,Daniel Schlager,draw,3.2,2.0,606,345,361,1312,0.46189024390243905,2.2,2.2,344,239,385,968,0.35537190082644626,
Leverkusen,Hertha BSC,0,0,2020-11-29,,BayArena,Daniel Schlager,draw,2.4,1.6,606,346,361,1313,0.46153846153846156,2.0,2.0,344,240,385,969,0.35500515995872034,
Hertha BSC,Union Berlin,3,1,2020-12-04,,Olympiastadion Berlin,Felix Brych,win,1.4,2.0,344,241,385,970,0.354639175257732,3.0,1.6,32,22,36,90,0.35555555555555557,
Hertha BSC,Union Berlin,3,1,2020-12-04,,Olympiastadion Berlin,Felix Brych,win,1.4,2.2,345,241,385,971,0.3553038105046344,2.2,2.2,32,22,37,91,0.3516483516483517,
Bayern Munich,RB Leipzig,3,3,2020-12-05,,Allianz Arena,Daniel Siebert,draw,2.2,1.2,855,266,193,1314,0.6506849315068494,1.8,0.8,156,76,58,290,0.5379310344827586,
Freiburg,Gladbach,2,2,2020-12-05,,Schwarzwald-Stadion,Tobias Stieler,draw,0.8,2.2,261,236,371,868,0.30069124423963134,2.6,1.6,455,314,443,1212,0.37541254125412543,
Köln,Wolfsburg,2,2,2020-12-05,,RheinEnergieSTADION,Sven Jablonski,draw,1.4,1.4,297,261,416,974,0.3049281314168378,3.2,1.4,389,268,355,1012,0.38438735177865613,
Arminia,Mainz 05,2,1,2020-12-05,,SchücoArena,Marco Fritz,win,0.8,2.6,80,87,157,324,0.24691358024691357,2.0,1.2,226,172,300,698,0.3237822349570201,
Bayern Munich,RB Leipzig,3,3,2020-12-05,,Allianz Arena,Daniel Siebert,draw,2.2,1.4,855,267,193,1315,0.6501901140684411,1.8,1.4,156,77,58,291,0.5360824742268041,
Arminia,Mainz 05,2,1,2020-12-05,,SchücoArena,Marco Fritz,win,1.2,1.8,81,87,157,325,0.24923076923076923,1.8,1.2,226,172,301,699,0.32331902718168815,
Köln,Wolfsburg,2,2,2020-12-05,,RheinEnergieSTADION,Sven Jablonski,draw,1.6,1.6,297,262,416,975,0.3046153846153846,3.2,1.6,389,269,355,1013,0.3840078973346496,
Freiburg,Gladbach,2,2,2020-12-05,,Schwarzwald-Stadion,Tobias Stieler,draw,1.2,2.0,261,237,371,869,0.3003452243958573,2.4,1.2,455,315,443,1213,0.3751030502885408,
Eint Frankfurt,Dortmund,1,1,2020-12-05,,Deutsche Bank Park,Guido Winkmann,draw,2.0,2.0,379,300,435,1114,0.3402154398563734,2.8,2.2,660,341,313,1314,0.502283105022831,
Eint Frankfurt,Dortmund,1,1,2020-12-05,,Deutsche Bank Park,Guido Winkmann,draw,1.8,1.8,379,301,435,1115,0.3399103139013453,2.6,1.8,660,342,313,1315,0.5019011406844106,
Werder Bremen,Stuttgart,1,2,2020-12-06,,Weserstadion,Frank Willenborg,loss,1.8,2.6,519,353,446,1318,0.3937784522003035,2.0,2.8,451,304,427,1182,0.38155668358714045,
Schalke 04,Leverkusen,0,3,2020-12-06,,Veltins-Arena,Benjamin Cortus,loss,0.8,2.8,481,336,395,1212,0.39686468646864687,1.6,1.0,606,347,361,1314,0.4611872146118721,
Werder Bremen,Stuttgart,1,2,2020-12-06,,Weserstadion,Frank Willenborg,loss,1.8,2.8,519,353,447,1319,0.3934799090219864,2.0,2.6,452,304,427,1183,0.3820794590025359,
Schalke 04,Leverkusen,0,3,2020-12-06,,Veltins-Arena,Benjamin Cortus,loss,0.4,3.0,481,336,396,1213,0.3965375103050289,1.4,0.4,607,347,361,1315,0.4615969581749049,
Hoffenheim,Augsburg,3,1,2020-12-07,,PreZero Arena,Florian Badstübner,win,1.8,2.0,230,186,214,630,0.36507936507936506,0.8,1.4,157,144,227,528,0.29734848484848486,
Hoffenheim,Augsburg,3,1,2020-12-07,,PreZero Arena,Florian Badstübner,win,2.2,1.8,231,186,214,631,0.36608557844690964,1.0,1.4,157,144,228,529,0.29678638941398866,
Wolfsburg,Eint Frankfurt,2,1,2020-12-11,,Volkswagen Arena,Markus Schmidt,win,3.2,2.0,389,270,355,1014,0.38362919132149903,1.8,1.8,379,302,435,1116,0.3396057347670251,
Wolfsburg,Eint Frankfurt,2,1,2020-12-11,,Volkswagen Arena,Markus Schmidt,win,3.2,2.2,390,270,355,1015,0.3842364532019704,1.8,2.0,379,302,436,1117,0.3393017009847807,
Gladbach,Hertha BSC,1,1,2020-12-12,,Stadion im Borussia-Park,Robert Hartmann,draw,2.6,1.4,455,316,443,1214,0.3747940691927512,1.6,1.4,346,241,385,972,0.3559670781893004,
Union Berlin,Bayern Munich,1,1,2020-12-12,,Stadion An der Alten Försterei,Bastian Dankert,draw,2.0,2.6,32,22,38,92,0.34782608695652173,2.6,1.8,855,268,193,1316,0.6496960486322189,
Dortmund,Stuttgart,1,5,2020-12-12,,Signal Iduna Park,Christian Dingert,loss,1.8,1.6,660,343,313,1316,0.5015197568389058,1.8,2.2,453,304,427,1184,0.38260135135135137,
Freiburg,Arminia,2,0,2020-12-12,,Schwarzwald-Stadion,Harm Osmers,win,1.4,1.8,261,238,371,870,0.3,1.4,1.6,82,87,157,326,0.25153374233128833,
Freiburg,Arminia,2,0,2020-12-12,,Schwarzwald-Stadion,Harm Osmers,win,1.6,1.2,262,238,371,871,0.3008036739380023,1.2,1.6,82,87,158,327,0.25076452599388377,
RB Leipzig,Werder Bremen,2,0,2020-12-12,,Red Bull Arena,Sören Storks,win,2.2,1.8,156,78,58,292,0.5342465753424658,1.8,3.0,519,353,448,1320,0.3931818181818182,
Mainz 05,Köln,0,1,2020-12-12,,Opel Arena,Felix Zwayer,loss,1.4,1.4,226,172,302,700,0.32285714285714284,1.8,1.6,297,263,416,976,0.3043032786885246,
RB Leipzig,Werder Bremen,2,0,2020-12-12,,Red Bull Arena,Sören Storks,win,2.4,1.6,157,78,58,293,0.5358361774744027,1.6,3.2,519,353,449,1321,0.39288417865253594,
Gladbach,Hertha BSC,1,1,2020-12-12,,Stadion im Borussia-Park,Robert Hartmann,draw,2.6,1.4,455,317,443,1215,0.37448559670781895,1.4,0.6,346,242,385,973,0.355601233299075,
Union Berlin,Bayern Munich,1,1,2020-12-12,,Stadion An der Alten Försterei,Bastian Dankert,draw,1.8,2.6,32,23,38,93,0.34408602150537637,2.6,1.8,855,269,193,1317,0.6492027334851936,
Dortmund,Stuttgart,1,5,2020-12-12,,Signal Iduna Park,Christian Dingert,loss,1.0,2.2,660,343,314,1317,0.5011389521640092,2.2,1.8,454,304,427,1185,0.3831223628691983,
Mainz 05,Köln,0,1,2020-12-12,,Opel Arena,Felix Zwayer,loss,0.8,1.4,226,172,303,701,0.3223965763195435,1.8,1.2,298,263,416,977,0.30501535312180145,
Augsburg,Schalke 04,2,2,2020-12-13,,WWK Arena,Manuel Gräfe,draw,1.0,1.8,157,144,229,530,0.2962264150943396,0.4,3.2,481,336,397,1214,0.39621087314662273,
Leverkusen,Hoffenheim,4,1,2020-12-13,,BayArena,Martin Petersen,win,1.6,0.2,608,347,361,1316,0.46200607902735563,2.2,1.4,232,186,214,632,0.3670886075949367,
Augsburg,Schalke 04,2,2,2020-12-13,,WWK Arena,Manuel Gräfe,draw,1.2,2.0,157,145,229,531,0.295668549905838,0.8,3.2,481,337,397,1215,0.3958847736625514,
Leverkusen,Hoffenheim,4,1,2020-12-13,,BayArena,Martin Petersen,win,2.0,0.2,609,347,361,1317,0.4624145785876993,1.8,1.6,232,186,215,633,0.3665086887835703,
Werder Bremen,Dortmund,1,2,2020-12-15,,Weserstadion,Robert Schröder,loss,1.0,2.6,519,353,450,1322,0.3925869894099849,1.0,2.8,660,343,315,1318,0.5007587253414264,
Stuttgart,Union Berlin,2,2,2020-12-15,,Mercedes-Benz Arena,Sascha Stegemann,draw,3.0,1.4,455,304,427,1186,0.3836424957841484,1.4,2.2,32,24,38,94,0.3404255319148936,
Hertha BSC,Mainz 05,0,0,2020-12-15,,Olympiastadion Berlin,Matthias Jöllenbeck,draw,1.6,0.8,346,243,385,974,0.35523613963039014,0.6,1.4,226,172,304,702,0.32193732193732194,
Eint Frankfurt,Gladbach,3,3,2020-12-15,,Deutsche Bank Park,Benjamin Cortus,draw,1.4,1.8,379,302,437,1118,0.33899821109123435,2.0,1.4,455,318,443,1216,0.37417763157894735,
Hertha BSC,Mainz 05,0,0,2020-12-15,,Olympiastadion Berlin,Matthias Jöllenbeck,draw,1.6,0.8,346,244,385,975,0.3548717948717949,0.4,1.2,226,173,304,703,0.32147937411095306,
Stuttgart,Union Berlin,2,2,2020-12-15,,Mercedes-Benz Arena,Sascha Stegemann,draw,3.2,1.2,455,305,427,1187,0.38331929233361417,1.2,2.0,32,25,38,95,0.3368421052631579,
Werder Bremen,Dortmund,1,2,2020-12-15,,Weserstadion,Robert Schröder,loss,0.6,2.0,519,353,451,1323,0.3922902494331066,1.2,2.6,661,343,315,1319,0.5011372251705838,
Eint Frankfurt,Gladbach,3,3,2020-12-15,,Deutsche Bank Park,Benjamin Cortus,draw,1.4,1.8,379,303,437,1119,0.3386952636282395,1.8,1.8,455,319,443,1217,0.37387017255546423,
Bayern Munich,Wolfsburg,2,1,2020-12-16,,Allianz Arena,Marco Fritz,win,2.2,1.8,855,270,193,1318,0.6487101669195751,2.6,1.8,391,270,355,1016,0.38484251968503935,
Bayern Munich,Wolfsburg,2,1,2020-12-16,,Allianz Arena,Marco Fritz,win,2.0,1.8,856,270,193,1319,0.6489764973464746,1.8,1.6,391,270,356,1017,0.38446411012782694,
Hoffenheim,RB Leipzig,0,1,2020-12-16,,PreZero Arena,Daniel Schlager,loss,1.8,2.2,232,186,216,634,0.3659305993690852,2.4,1.4,158,78,58,294,0.5374149659863946,
Arminia,Augsburg,0,1,2020-12-16,,SchücoArena,Patrick Ittrich,loss,1.0,1.6,82,87,159,328,0.25,1.4,2.2,157,146,229,532,0.2951127819548872,
Schalke 04,Freiburg,0,2,2020-12-16,,Veltins-Arena,Sven Jablonski,loss,1.0,2.8,481,338,397,1216,0.39555921052631576,1.8,1.0,263,238,371,872,0.30160550458715596,
Köln,Leverkusen,0,4,2020-12-16,,RheinEnergieSTADION,Tobias Stieler,loss,1.6,1.0,299,263,416,978,0.3057259713701431,2.8,0.4,610,347,361,1318,0.4628224582701062,
Hoffenheim,RB Leipzig,0,1,2020-12-16,,PreZero Arena,Daniel Schlager,loss,1.6,2.2,232,186,217,635,0.3653543307086614,2.2,1.2,159,78,58,295,0.5389830508474577,
Schalke 04,Freiburg,0,2,2020-12-16,,Veltins-Arena,Sven Jablonski,loss,0.8,2.4,481,338,398,1217,0.3952341824157765,2.0,0.8,264,238,371,873,0.3024054982817869,
Köln,Leverkusen,0,4,2020-12-16,,RheinEnergieSTADION,Tobias Stieler,loss,1.2,1.6,299,263,417,979,0.3054136874361593,3.6,0.4,611,347,361,1319,0.4632297194844579,
Arminia,Augsburg,0,1,2020-12-16,,SchücoArena,Patrick Ittrich,loss,0.8,1.4,82,87,160,329,0.24924012158054712,1.4,2.0,158,146,229,533,0.2964352720450281,
Union Berlin,Dortmund,2,1,2020-12-18,,Stadion An der Alten Försterei,Harm Osmers,win,1.4,1.8,32,26,38,96,0.3333333333333333,1.4,2.6,662,343,315,1320,0.5015151515151515,
Union Berlin,Dortmund,2,1,2020-12-18,,Stadion An der Alten Försterei,Harm Osmers,win,1.6,1.4,33,26,38,97,0.3402061855670103,1.4,2.8,662,343,316,1321,0.5011355034065103,
Leverkusen,Bayern Munich,1,2,2020-12-19,,BayArena,Felix Zwayer,loss,3.8,0.4,612,347,361,1320,0.4636363636363636,1.8,1.4,857,270,193,1320,0.6492424242424243,
Augsburg,Eint Frankfurt,0,2,2020-12-19,,WWK Arena,Daniel Siebert,loss,1.4,1.4,159,146,229,534,0.29775280898876405,1.8,2.2,379,304,437,1120,0.33839285714285716,
Mainz 05,Werder Bremen,0,1,2020-12-19,,Opel Arena,Guido Winkmann,loss,0.2,0.8,226,174,304,704,0.3210227272727273,0.6,2.0,519,353,452,1324,0.3919939577039275,
Schalke 04,Arminia,0,1,2020-12-19,,Veltins-Arena,Bastian Dankert,loss,0.8,2.2,481,338,399,1218,0.3949096880131363,0.4,1.4,82,87,161,330,0.24848484848484848,
Gladbach,Hoffenheim,1,2,2020-12-19,,Stadion im Borussia-Park,Frank Willenborg,loss,2.0,2.0,455,320,443,1218,0.3735632183908046,1.0,2.2,232,186,218,636,0.36477987421383645,
